ID,Type,Criticality,Source,AssetValue,CVE,CVSS,History,HistoryNote,MITRE_Code,MITRE_Name,Timestamp,Recommendations
1,BruteForce,Critical,MailServer-05,7,CVE-2024-38077,9.8,False,Isolated failed login,T1110,Brute Force,2024-11-05 14:43:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
113,BruteForce,Low,LaptopUser-10,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-27 17:03:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
114,BruteForce,Critical,FileServer-02,8,CVE-2024-38077,9.8,False,Isolated failed login,T1110,Brute Force,2024-11-04 17:10:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
115,BruteForce,Low,DomainController-01,10,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-26 14:30:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
116,BruteForce,Medium,MailServer-05,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-30 13:14:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
117,BruteForce,Critical,LaptopUser-10,2,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-24 11:14:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
118,Malware,Critical,DomainController-01,10,CVE-2024-21412,9.8,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-14 08:38:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
119,BruteForce,Low,MailServer-05,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-30 15:19:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
120,DataExfiltration,Low,LaptopUser-09,2,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-04 16:38:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
121,BruteForce,Medium,AppServer-06,6,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-11 00:43:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
122,BruteForce,Low,WebServer-03,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-08 17:30:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
123,BruteForce,Critical,MailServer-05,7,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-19 20:40:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
124,DataExfiltration,Low,Workstation-08,4,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-14 22:42:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
125,BruteForce,Medium,Workstation-07,4,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-18 08:52:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
126,BruteForce,Low,DatabaseServer-04,9,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-06 04:49:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
127,BruteForce,Low,WebServer-03,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-03 13:12:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
128,BruteForce,Low,Workstation-08,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-09 22:17:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
129,DataExfiltration,Low,Workstation-08,4,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-28 03:38:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
130,BruteForce,Low,MailServer-05,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-18 15:05:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
131,BruteForce,Medium,DatabaseServer-04,9,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-07 19:31:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
132,BruteForce,Low,MailServer-05,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-21 09:15:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
133,BruteForce,Low,FileServer-02,8,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-07 01:55:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
134,BruteForce,Low,Workstation-07,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-12 15:52:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
135,BruteForce,Medium,LaptopUser-10,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-07 14:28:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
136,BruteForce,Low,LaptopUser-09,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-14 23:55:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
137,BruteForce,Low,LaptopUser-10,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-18 18:02:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
138,BruteForce,Low,Workstation-07,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-29 01:09:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
139,BruteForce,Low,LaptopUser-09,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-05 12:55:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
140,BruteForce,High,Workstation-08,4,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-18 17:55:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
141,BruteForce,Low,Workstation-08,4,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-30 19:25:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
142,Malware,Low,LaptopUser-09,2,None,0.0,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-27 23:45:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
143,BruteForce,High,LaptopUser-09,2,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-11 06:40:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
144,BruteForce,High,FileServer-02,8,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-05 10:48:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
145,Malware,High,Workstation-08,4,CVE-2024-30051,7.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-02 11:02:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
146,BruteForce,Low,AppServer-06,6,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-23 21:26:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
147,BruteForce,Critical,DomainController-01,10,CVE-2024-38077,9.8,False,Isolated failed login,T1110,Brute Force,2024-11-17 13:39:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
148,BruteForce,Critical,LaptopUser-10,2,CVE-2024-38077,9.8,False,Isolated failed login,T1110,Brute Force,2024-11-28 11:16:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
149,BruteForce,Low,Workstation-08,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-07 23:04:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
150,BruteForce,Low,LaptopUser-10,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-19 08:44:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
151,BruteForce,Medium,FileServer-02,8,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-05 19:15:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
152,BruteForce,Medium,MailServer-05,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-29 08:25:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
153,BruteForce,Medium,WebServer-03,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-13 11:49:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
154,BruteForce,Critical,AppServer-06,6,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-27 17:16:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
155,BruteForce,High,DomainController-01,10,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-28 19:02:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
156,BruteForce,Low,LaptopUser-10,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-13 20:20:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
157,BruteForce,Low,DomainController-01,10,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-16 20:33:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
158,BruteForce,Low,DomainController-01,10,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-21 19:51:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
159,Malware,Medium,DatabaseServer-04,9,None,0.0,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-10 21:55:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
160,BruteForce,Low,Workstation-07,4,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-18 02:00:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
161,BruteForce,Medium,AppServer-06,6,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-26 04:24:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
162,DataExfiltration,High,DatabaseServer-04,9,CVE-2024-30103,8.8,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-27 16:56:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
163,BruteForce,Critical,LaptopUser-10,2,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-28 08:52:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
164,BruteForce,High,Workstation-07,4,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-02 20:19:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
165,BruteForce,Low,FileServer-02,8,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-20 14:23:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
166,BruteForce,Low,LaptopUser-09,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-07 20:56:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
167,BruteForce,Low,Workstation-08,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-13 04:02:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
168,BruteForce,Critical,Workstation-08,4,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-05 11:43:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
169,Malware,Low,AppServer-06,6,None,0.0,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-06 11:54:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
170,BruteForce,Low,FileServer-02,8,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-03 09:50:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
171,DataExfiltration,Low,LaptopUser-10,2,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-24 21:13:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
172,BruteForce,Low,FileServer-02,8,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-26 16:00:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
173,DataExfiltration,Medium,DomainController-01,10,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-05 22:42:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
174,BruteForce,Critical,AppServer-06,6,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-01 22:11:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
175,BruteForce,Medium,Workstation-07,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-21 13:28:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
176,BruteForce,Low,DatabaseServer-04,9,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-27 11:02:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
177,Malware,High,LaptopUser-09,2,CVE-2024-38112,8.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-02 13:03:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
178,BruteForce,High,Workstation-07,4,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-20 04:04:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
179,BruteForce,High,DomainController-01,10,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-27 21:40:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
180,BruteForce,Low,Workstation-07,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-20 14:32:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
181,BruteForce,Low,DatabaseServer-04,9,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-10 10:27:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
182,BruteForce,Low,AppServer-06,6,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-05 07:20:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
183,BruteForce,Critical,AppServer-06,6,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-21 11:04:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
184,BruteForce,Low,Workstation-07,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-06 19:35:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
185,DataExfiltration,Low,LaptopUser-09,2,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-16 08:55:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
186,BruteForce,Low,WebServer-03,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-16 06:06:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
187,BruteForce,Critical,Workstation-08,4,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-16 04:54:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
188,BruteForce,Low,MailServer-05,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-19 13:54:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
189,BruteForce,Low,LaptopUser-10,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-25 00:01:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
190,BruteForce,High,MailServer-05,7,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-12-01 05:48:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
191,BruteForce,Low,WebServer-03,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-29 07:25:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
192,BruteForce,Low,WebServer-03,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-17 07:26:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
193,BruteForce,Low,MailServer-05,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-25 11:38:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
194,BruteForce,Medium,DomainController-01,10,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-04 17:17:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
195,BruteForce,Low,LaptopUser-10,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-10 10:48:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
196,BruteForce,Low,DatabaseServer-04,9,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-26 13:31:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
197,BruteForce,Low,FileServer-02,8,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-03 14:00:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
198,DataExfiltration,Medium,DomainController-01,10,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-06 08:00:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
199,BruteForce,Low,DomainController-01,10,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-11 01:32:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
200,BruteForce,High,AppServer-06,6,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-03 01:27:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
201,DataExfiltration,Medium,AppServer-06,6,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-28 13:26:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
202,BruteForce,Low,AppServer-06,6,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-20 21:53:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
203,BruteForce,High,Workstation-07,4,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-26 09:25:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
204,BruteForce,Low,MailServer-05,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-08 10:04:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
205,BruteForce,Critical,LaptopUser-09,2,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-16 03:22:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
206,BruteForce,Critical,DomainController-01,10,CVE-2024-38077,9.8,False,Isolated failed login,T1110,Brute Force,2024-11-12 04:12:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
207,BruteForce,Low,DatabaseServer-04,9,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-22 07:29:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
208,BruteForce,Low,Workstation-08,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-27 21:20:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
209,BruteForce,Low,DomainController-01,10,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-20 02:40:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
210,BruteForce,Low,WebServer-03,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-20 22:28:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
211,BruteForce,Low,MailServer-05,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-05 02:39:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
212,BruteForce,Low,LaptopUser-10,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-03 00:28:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
213,BruteForce,Low,FileServer-02,8,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-22 15:09:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
214,BruteForce,High,AppServer-06,6,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-08 14:02:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
215,BruteForce,Medium,Workstation-08,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-16 18:23:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
216,BruteForce,Low,AppServer-06,6,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-28 04:41:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
217,BruteForce,Medium,LaptopUser-09,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-29 06:58:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
218,BruteForce,Low,DatabaseServer-04,9,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-16 04:19:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
219,BruteForce,Critical,Workstation-07,4,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-04 20:19:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
220,BruteForce,Critical,AppServer-06,6,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-30 11:58:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
221,BruteForce,Low,Workstation-07,4,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-16 17:19:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
222,BruteForce,Low,Workstation-08,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-07 20:04:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
223,BruteForce,Medium,LaptopUser-09,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-23 17:02:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
224,Malware,High,LaptopUser-10,2,CVE-2024-30051,7.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-07 19:10:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
